Date,Matchup,Market,Model Bet,Confidence,Won
2025-08-28,Atlanta Braves @ Philadelphia Phillies,F5 Moneyline,Atlanta Braves,55.3,False
2025-08-28,Atlanta Braves @ Philadelphia Phillies,NRFI,Yes,55.8,False
2025-08-28,Miami Marlins @ New York Mets,F5 Moneyline,Miami Marlins,56.6,False
2025-08-28,New York Yankees @ Chicago White Sox,F5 Moneyline,Chicago White Sox,51.4,False
2025-08-28,New York Yankees @ Chicago White Sox,NRFI,Yes,57.8,False
2025-08-29,St. Louis Cardinals @ Cincinnati Reds,F5 Moneyline,St. Louis Cardinals,46.1,True
2025-08-29,St. Louis Cardinals @ Cincinnati Reds,NRFI,Yes,59.5,False
2025-08-29,Tampa Bay Rays @ Washington Nationals,F5 Moneyline,Tampa Bay Rays,44.6,True
2025-08-29,Tampa Bay Rays @ Washington Nationals,NRFI,Yes,57.6,False
2025-08-29,Atlanta Braves @ Philadelphia Phillies,F5 Moneyline,Atlanta Braves,47.9,False
2025-08-29,Milwaukee Brewers @ Toronto Blue Jays,F5 Moneyline,Milwaukee Brewers,40.3,False
2025-08-29,Milwaukee Brewers @ Toronto Blue Jays,NRFI,Yes,60.9,True
2025-08-29,Pittsburgh Pirates @ Boston Red Sox,F5 Moneyline,Boston Red Sox,44.2,True
2025-08-29,Pittsburgh Pirates @ Boston Red Sox,NRFI,Yes,63.5,True
2025-08-29,Seattle Mariners @ Cleveland Guardians,F5 Moneyline,Cleveland Guardians,54.8,False
2025-08-29,Miami Marlins @ New York Mets,F5 Moneyline,Miami Marlins,45.8,False
2025-08-29,Miami Marlins @ New York Mets,NRFI,Yes,65.5,False
2025-08-29,New York Yankees @ Chicago White Sox,F5 Moneyline,Chicago White Sox,55.4,False
2025-08-29,New York Yankees @ Chicago White Sox,NRFI,Yes,55.5,False
2025-08-29,Los Angeles Angels @ Houston Astros,F5 Moneyline,Los Angeles Angels,43.1,False
2025-08-29,Detroit Tigers @ Kansas City Royals,F5 Moneyline,Kansas City Royals,40.4,False
2025-08-29,Detroit Tigers @ Kansas City Royals,NRFI,Yes,60.6,False
2025-08-29,San Diego Padres @ Minnesota Twins,F5 Moneyline,San Diego Padres,41.2,False
2025-08-29,San Diego Padres @ Minnesota Twins,NRFI,Yes,58.6,True
2025-08-29,Chicago Cubs @ Colorado Rockies,F5 Moneyline,Colorado Rockies,47.7,False
2025-08-29,Chicago Cubs @ Colorado Rockies,NRFI,Yes,56.4,True
2025-08-29,Texas Rangers @ Athletics,F5 Moneyline,Texas Rangers,46.0,True
2025-08-29,Arizona Diamondbacks @ Los Angeles Dodgers,F5 Moneyline,Arizona Diamondbacks,49.6,True
2025-08-29,Arizona Diamondbacks @ Los Angeles Dodgers,NRFI,Yes,59.1,True
2025-08-29,Baltimore Orioles @ San Francisco Giants,F5 Moneyline,Baltimore Orioles,45.3,False
2025-08-29,Baltimore Orioles @ San Francisco Giants,NRFI,Yes,62.5,False
2025-08-30,Milwaukee Brewers @ Toronto Blue Jays,F5 Moneyline,Milwaukee Brewers,46.4,False
2025-08-30,Milwaukee Brewers @ Toronto Blue Jays,NRFI,Yes,58.7,True
2025-08-30,Tampa Bay Rays @ Washington Nationals,F5 Moneyline,Washington Nationals,45.0,False
2025-08-30,Tampa Bay Rays @ Washington Nationals,NRFI,Yes,57.7,False
2025-08-30,Pittsburgh Pirates @ Boston Red Sox,F5 Moneyline,Pittsburgh Pirates,45.5,True
2025-08-30,Pittsburgh Pirates @ Boston Red Sox,NRFI,Yes,56.4,False
2025-08-30,Miami Marlins @ New York Mets,F5 Moneyline,Miami Marlins,43.6,True
2025-08-30,Miami Marlins @ New York Mets,NRFI,Yes,59.0,False
2025-08-30,Atlanta Braves @ Philadelphia Phillies,F5 Moneyline,Atlanta Braves,43.9,False
2025-08-30,Atlanta Braves @ Philadelphia Phillies,NRFI,Yes,57.6,True
2025-08-30,St. Louis Cardinals @ Cincinnati Reds,F5 Moneyline,Cincinnati Reds,42.2,False
2025-08-30,St. Louis Cardinals @ Cincinnati Reds,NRFI,Yes,57.1,False
2025-08-30,Los Angeles Angels @ Houston Astros,F5 Moneyline,Los Angeles Angels,43.8,False
2025-08-30,San Diego Padres @ Minnesota Twins,F5 Moneyline,San Diego Padres,40.2,False
2025-08-30,San Diego Padres @ Minnesota Twins,NRFI,Yes,67.0,True
2025-08-30,New York Yankees @ Chicago White Sox,F5 Moneyline,Chicago White Sox,52.1,False
2025-08-30,New York Yankees @ Chicago White Sox,NRFI,Yes,55.6,True
2025-08-30,Detroit Tigers @ Kansas City Royals,F5 Moneyline,Kansas City Royals,49.7,False
2025-08-30,Detroit Tigers @ Kansas City Royals,NRFI,Yes,59.9,True
2025-08-30,Seattle Mariners @ Cleveland Guardians,F5 Moneyline,Cleveland Guardians,56.0,True
2025-08-30,Seattle Mariners @ Cleveland Guardians,NRFI,Yes,59.5,True
2025-08-30,Baltimore Orioles @ San Francisco Giants,F5 Moneyline,Baltimore Orioles,47.1,True
2025-08-30,Baltimore Orioles @ San Francisco Giants,NRFI,Yes,58.6,False
2025-08-30,Chicago Cubs @ Colorado Rockies,F5 Moneyline,Chicago Cubs,42.6,True
2025-08-30,Arizona Diamondbacks @ Los Angeles Dodgers,F5 Moneyline,Arizona Diamondbacks,53.9,False
2025-08-30,Arizona Diamondbacks @ Los Angeles Dodgers,NRFI,Yes,61.4,True
2025-08-30,Texas Rangers @ Athletics,F5 Moneyline,Texas Rangers,43.3,True
2025-08-30,Texas Rangers @ Athletics,NRFI,Yes,57.9,True
2025-08-31,St. Louis Cardinals @ Cincinnati Reds,F5 Moneyline,St. Louis Cardinals,43.4,False
2025-08-31,San Diego Padres @ Minnesota Twins,F5 Moneyline,San Diego Padres,58.6,False
2025-08-31,San Diego Padres @ Minnesota Twins,NRFI,Yes,61.7,True
2025-08-31,Pittsburgh Pirates @ Boston Red Sox,F5 Moneyline,Boston Red Sox,43.4,True
2025-08-31,Pittsburgh Pirates @ Boston Red Sox,NRFI,Yes,60.8,True
2025-08-31,Tampa Bay Rays @ Washington Nationals,F5 Moneyline,Washington Nationals,51.6,False
2025-08-31,Tampa Bay Rays @ Washington Nationals,NRFI,Yes,60.8,True
2025-08-31,Milwaukee Brewers @ Toronto Blue Jays,F5 Moneyline,Toronto Blue Jays,43.5,True
2025-08-31,Milwaukee Brewers @ Toronto Blue Jays,NRFI,Yes,66.9,False
2025-08-31,Seattle Mariners @ Cleveland Guardians,F5 Moneyline,Cleveland Guardians,49.0,False
2025-08-31,Seattle Mariners @ Cleveland Guardians,NRFI,Yes,57.3,True
2025-08-31,Miami Marlins @ New York Mets,F5 Moneyline,Miami Marlins,50.6,True
2025-08-31,Miami Marlins @ New York Mets,NRFI,Yes,60.8,False
2025-08-31,Los Angeles Angels @ Houston Astros,F5 Moneyline,Los Angeles Angels,45.3,True
2025-08-31,Los Angeles Angels @ Houston Astros,NRFI,Yes,56.8,True
2025-08-31,Detroit Tigers @ Kansas City Royals,F5 Moneyline,Kansas City Royals,54.1,False
2025-08-31,Detroit Tigers @ Kansas City Royals,NRFI,Yes,65.3,True
2025-08-31,New York Yankees @ Chicago White Sox,F5 Moneyline,Chicago White Sox,56.7,False
2025-08-31,Chicago Cubs @ Colorado Rockies,F5 Moneyline,Colorado Rockies,49.5,True
2025-08-31,Chicago Cubs @ Colorado Rockies,NRFI,Yes,55.4,True
2025-08-31,Baltimore Orioles @ San Francisco Giants,F5 Moneyline,San Francisco Giants,41.2,True
2025-08-31,Baltimore Orioles @ San Francisco Giants,NRFI,Yes,56.7,False
2025-08-31,Texas Rangers @ Athletics,F5 Moneyline,Athletics,40.6,False
2025-08-31,Texas Rangers @ Athletics,NRFI,Yes,62.2,False
2025-08-31,Arizona Diamondbacks @ Los Angeles Dodgers,F5 Moneyline,Arizona Diamondbacks,50.0,False
2025-08-31,Arizona Diamondbacks @ Los Angeles Dodgers,NRFI,Yes,58.1,False
2025-08-31,Atlanta Braves @ Philadelphia Phillies,F5 Moneyline,Atlanta Braves,52.4,False
2025-09-01,Miami Marlins @ Washington Nationals,F5 Moneyline,Washington Nationals,42.9,True
2025-09-01,Miami Marlins @ Washington Nationals,NRFI,Yes,64.3,True
2025-09-01,New York Mets @ Detroit Tigers,F5 Moneyline,Detroit Tigers,42.2,False
2025-09-01,Toronto Blue Jays @ Cincinnati Reds,F5 Moneyline,Toronto Blue Jays,50.1,False
2025-09-01,Toronto Blue Jays @ Cincinnati Reds,NRFI,Yes,61.6,True
2025-09-01,Cleveland Guardians @ Boston Red Sox,F5 Moneyline,Boston Red Sox,43.6,True
2025-09-01,Cleveland Guardians @ Boston Red Sox,NRFI,Yes,61.6,False
2025-09-01,Los Angeles Angels @ Houston Astros,F5 Moneyline,Los Angeles Angels,39.9,False
2025-09-01,Los Angeles Angels @ Houston Astros,NRFI,Yes,63.6,True
2025-09-01,Chicago White Sox @ Minnesota Twins,F5 Moneyline,Minnesota Twins,43.5,False
2025-09-01,Chicago White Sox @ Minnesota Twins,NRFI,Yes,60.6,True
2025-09-01,Athletics @ St. Louis Cardinals,F5 Moneyline,Athletics,40.6,True
2025-09-01,Athletics @ St. Louis Cardinals,NRFI,Yes,63.2,True
2025-09-01,Atlanta Braves @ Chicago Cubs,F5 Moneyline,Chicago Cubs,47.5,False
2025-09-01,Atlanta Braves @ Chicago Cubs,NRFI,Yes,59.9,False
2025-09-01,San Francisco Giants @ Colorado Rockies,F5 Moneyline,San Francisco Giants,44.0,True
2025-09-01,Philadelphia Phillies @ Milwaukee Brewers,F5 Moneyline,Philadelphia Phillies,48.2,False
2025-09-01,Philadelphia Phillies @ Milwaukee Brewers,NRFI,Yes,61.1,False
2025-09-01,Baltimore Orioles @ San Diego Padres,F5 Moneyline,San Diego Padres,39.7,False
2025-09-01,Baltimore Orioles @ San Diego Padres,NRFI,Yes,68.3,True
2025-09-01,Seattle Mariners @ Tampa Bay Rays,F5 Moneyline,Tampa Bay Rays,42.4,True
2025-09-01,Seattle Mariners @ Tampa Bay Rays,NRFI,Yes,57.9,True
2025-09-01,Texas Rangers @ Arizona Diamondbacks,F5 Moneyline,Texas Rangers,41.2,False
2025-09-01,Texas Rangers @ Arizona Diamondbacks,NRFI,Yes,61.4,False
2025-09-02,New York Mets @ Detroit Tigers,F5 Moneyline,Detroit Tigers,41.4,False
2025-09-02,New York Mets @ Detroit Tigers,NRFI,Yes,60.2,False
2025-09-02,Los Angeles Dodgers @ Pittsburgh Pirates,F5 Moneyline,Pittsburgh Pirates,52.2,False
2025-09-02,Los Angeles Dodgers @ Pittsburgh Pirates,NRFI,Yes,59.6,False
2025-09-02,Toronto Blue Jays @ Cincinnati Reds,F5 Moneyline,Toronto Blue Jays,42.3,True
2025-09-02,Toronto Blue Jays @ Cincinnati Reds,NRFI,Yes,63.1,False
2025-09-02,Cleveland Guardians @ Boston Red Sox,F5 Moneyline,Cleveland Guardians,43.1,False
2025-09-02,Cleveland Guardians @ Boston Red Sox,NRFI,Yes,65.5,True
2025-09-02,Miami Marlins @ Washington Nationals,F5 Moneyline,Miami Marlins,50.8,False
2025-09-02,Miami Marlins @ Washington Nationals,NRFI,Yes,56.9,True
2025-09-02,Seattle Mariners @ Tampa Bay Rays,F5 Moneyline,Tampa Bay Rays,44.2,False
2025-09-02,Seattle Mariners @ Tampa Bay Rays,NRFI,Yes,56.2,False
2025-09-02,Los Angeles Angels @ Kansas City Royals,F5 Moneyline,Kansas City Royals,47.9,True
2025-09-02,Los Angeles Angels @ Kansas City Royals,NRFI,Yes,61.6,True
2025-09-02,Atlanta Braves @ Chicago Cubs,F5 Moneyline,Atlanta Braves,45.4,False
2025-09-02,Atlanta Braves @ Chicago Cubs,NRFI,Yes,65.3,True
2025-09-02,Chicago White Sox @ Minnesota Twins,F5 Moneyline,Minnesota Twins,42.5,False
2025-09-02,Chicago White Sox @ Minnesota Twins,NRFI,Yes,55.8,False
2025-09-02,Athletics @ St. Louis Cardinals,F5 Moneyline,St. Louis Cardinals,55.1,False
2025-09-02,New York Yankees @ Houston Astros,F5 Moneyline,Houston Astros,40.6,False
2025-09-02,New York Yankees @ Houston Astros,NRFI,Yes,56.0,True
2025-09-02,San Francisco Giants @ Colorado Rockies,F5 Moneyline,Colorado Rockies,45.3,False
2025-09-02,San Francisco Giants @ Colorado Rockies,NRFI,Yes,61.7,False
2025-09-02,Baltimore Orioles @ San Diego Padres,F5 Moneyline,Baltimore Orioles,44.5,True
2025-09-02,Baltimore Orioles @ San Diego Padres,NRFI,Yes,65.3,False
2025-09-02,Texas Rangers @ Arizona Diamondbacks,F5 Moneyline,Arizona Diamondbacks,42.3,False
2025-09-02,Texas Rangers @ Arizona Diamondbacks,NRFI,Yes,59.0,True
2025-09-03,Miami Marlins @ Washington Nationals,F5 Moneyline,Washington Nationals,42.7,True
2025-09-03,Miami Marlins @ Washington Nationals,NRFI,Yes,65.2,False
2025-09-03,New York Mets @ Detroit Tigers,F5 Moneyline,Detroit Tigers,47.3,True
2025-09-03,Texas Rangers @ Arizona Diamondbacks,F5 Moneyline,Texas Rangers,45.1,False
2025-09-03,Texas Rangers @ Arizona Diamondbacks,NRFI,Yes,58.3,False
2025-09-03,Baltimore Orioles @ San Diego Padres,F5 Moneyline,Baltimore Orioles,46.6,True
2025-09-03,Baltimore Orioles @ San Diego Padres,NRFI,Yes,64.9,False
2025-09-03,Los Angeles Dodgers @ Pittsburgh Pirates,F5 Moneyline,Pittsburgh Pirates,46.6,True
2025-09-03,Los Angeles Dodgers @ Pittsburgh Pirates,NRFI,Yes,58.0,False
2025-09-03,Toronto Blue Jays @ Cincinnati Reds,F5 Moneyline,Toronto Blue Jays,45.3,True
2025-09-03,Toronto Blue Jays @ Cincinnati Reds,NRFI,Yes,62.3,True
2025-09-03,Cleveland Guardians @ Boston Red Sox,F5 Moneyline,Cleveland Guardians,42.1,True
2025-09-03,Cleveland Guardians @ Boston Red Sox,NRFI,Yes,61.9,False
2025-09-03,Seattle Mariners @ Tampa Bay Rays,F5 Moneyline,Tampa Bay Rays,57.9,True
2025-09-03,Los Angeles Angels @ Kansas City Royals,F5 Moneyline,Kansas City Royals,41.2,True
2025-09-03,Los Angeles Angels @ Kansas City Royals,NRFI,Yes,55.7,True
2025-09-03,Atlanta Braves @ Chicago Cubs,F5 Moneyline,Atlanta Braves,42.2,False
2025-09-03,Atlanta Braves @ Chicago Cubs,NRFI,Yes,58.1,True
2025-09-03,Chicago White Sox @ Minnesota Twins,F5 Moneyline,Chicago White Sox,50.8,False
2025-09-03,Chicago White Sox @ Minnesota Twins,NRFI,Yes,56.2,False
2025-09-03,Philadelphia Phillies @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,57.8,True
2025-09-03,Philadelphia Phillies @ Milwaukee Brewers,NRFI,Yes,56.1,False
2025-09-03,Athletics @ St. Louis Cardinals,F5 Moneyline,St. Louis Cardinals,42.1,True
2025-09-03,Athletics @ St. Louis Cardinals,NRFI,Yes,55.4,True
2025-09-03,New York Yankees @ Houston Astros,F5 Moneyline,Houston Astros,53.9,False
2025-09-03,New York Yankees @ Houston Astros,NRFI,Yes,56.4,True
2025-09-03,San Francisco Giants @ Colorado Rockies,F5 Moneyline,Colorado Rockies,44.7,True
2025-09-03,San Francisco Giants @ Colorado Rockies,NRFI,Yes,56.3,True
2025-09-04,Philadelphia Phillies @ Milwaukee Brewers,F5 Moneyline,Milwaukee Brewers,45.1,False
2025-09-04,Philadelphia Phillies @ Milwaukee Brewers,NRFI,Yes,57.5,True
2025-09-04,Los Angeles Dodgers @ Pittsburgh Pirates,F5 Moneyline,Pittsburgh Pirates,44.1,True
2025-09-04,Los Angeles Dodgers @ Pittsburgh Pirates,NRFI,Yes,60.2,True
2025-09-04,Cleveland Guardians @ Tampa Bay Rays,F5 Moneyline,Cleveland Guardians,46.5,False
2025-09-04,Cleveland Guardians @ Tampa Bay Rays,NRFI,Yes,63.0,False
2025-09-04,Los Angeles Angels @ Kansas City Royals,F5 Moneyline,Kansas City Royals,45.4,False
2025-09-04,Chicago White Sox @ Minnesota Twins,F5 Moneyline,Minnesota Twins,46.3,True
2025-09-04,Chicago White Sox @ Minnesota Twins,NRFI,Yes,68.5,True
2025-09-04,New York Yankees @ Houston Astros,F5 Moneyline,Houston Astros,45.8,False
2025-09-04,New York Yankees @ Houston Astros,NRFI,Yes,55.6,True
2025-09-05,Washington Nationals @ Chicago Cubs,F5 Moneyline,Washington Nationals,40.4,False
2025-09-05,New York Mets @ Cincinnati Reds,F5 Moneyline,New York Mets,45.2,True
2025-09-05,New York Mets @ Cincinnati Reds,NRFI,Yes,57.6,False
2025-09-05,Chicago White Sox @ Detroit Tigers,F5 Moneyline,Chicago White Sox,42.2,False
2025-09-05,Chicago White Sox @ Detroit Tigers,NRFI,Yes,59.5,False
2025-09-05,Milwaukee Brewers @ Pittsburgh Pirates,F5 Moneyline,Milwaukee Brewers,42.2,False
2025-09-05,Milwaukee Brewers @ Pittsburgh Pirates,NRFI,Yes,61.6,False
2025-09-05,Los Angeles Dodgers @ Baltimore Orioles,F5 Moneyline,Baltimore Orioles,47.1,True
2025-09-05,Los Angeles Dodgers @ Baltimore Orioles,NRFI,Yes,58.9,True
2025-09-05,Toronto Blue Jays @ New York Yankees,F5 Moneyline,Toronto Blue Jays,51.3,True
2025-09-05,Toronto Blue Jays @ New York Yankees,NRFI,Yes,58.1,False
2025-09-05,Philadelphia Phillies @ Miami Marlins,F5 Moneyline,Miami Marlins,43.6,False
2025-09-05,Seattle Mariners @ Atlanta Braves,F5 Moneyline,Atlanta Braves,41.1,True
2025-09-05,Seattle Mariners @ Atlanta Braves,NRFI,Yes,59.5,False
2025-09-05,Cleveland Guardians @ Tampa Bay Rays,F5 Moneyline,Cleveland Guardians,48.9,True
2025-09-05,Cleveland Guardians @ Tampa Bay Rays,NRFI,Yes,62.6,True
2025-09-05,Minnesota Twins @ Kansas City Royals,F5 Moneyline,Kansas City Royals,52.8,True
2025-09-05,Minnesota Twins @ Kansas City Royals,NRFI,Yes,58.4,True
2025-09-05,Houston Astros @ Texas Rangers,F5 Moneyline,Texas Rangers,45.6,True
2025-09-05,Houston Astros @ Texas Rangers,NRFI,Yes,61.7,True
2025-09-05,San Francisco Giants @ St. Louis Cardinals,F5 Moneyline,San Francisco Giants,42.2,True
2025-09-05,San Francisco Giants @ St. Louis Cardinals,NRFI,Yes,57.3,False
2025-09-05,San Diego Padres @ Colorado Rockies,F5 Moneyline,Colorado Rockies,46.7,True
2025-09-05,San Diego Padres @ Colorado Rockies,NRFI,Yes,58.5,True
2025-09-05,Athletics @ Los Angeles Angels,F5 Moneyline,Los Angeles Angels,49.6,False
2025-09-05,Boston Red Sox @ Arizona Diamondbacks,F5 Moneyline,Arizona Diamondbacks,45.7,True
2025-09-05,Boston Red Sox @ Arizona Diamondbacks,NRFI,Yes,62.2,False
2025-09-06,Toronto Blue Jays @ New York Yankees,F5 Moneyline,Toronto Blue Jays,43.8,False
2025-09-06,Washington Nationals @ Chicago Cubs,F5 Moneyline,Washington Nationals,50.7,True
2025-09-06,Washington Nationals @ Chicago Cubs,NRFI,Yes,61.2,False
2025-09-06,Philadelphia Phillies @ Miami Marlins,F5 Moneyline,Miami Marlins,52.1,False
2025-09-06,Philadelphia Phillies @ Miami Marlins,NRFI,Yes,59.0,False
2025-09-06,Chicago White Sox @ Detroit Tigers,F5 Moneyline,Chicago White Sox,54.3,False
2025-09-06,Chicago White Sox @ Detroit Tigers,NRFI,Yes,64.6,False
2025-09-06,New York Mets @ Cincinnati Reds,F5 Moneyline,Cincinnati Reds,47.9,True
2025-09-06,New York Mets @ Cincinnati Reds,NRFI,Yes,57.1,True
2025-09-06,Milwaukee Brewers @ Pittsburgh Pirates,F5 Moneyline,Milwaukee Brewers,39.1,True
2025-09-06,Milwaukee Brewers @ Pittsburgh Pirates,NRFI,Yes,65.9,True
2025-09-06,Los Angeles Dodgers @ Baltimore Orioles,F5 Moneyline,Baltimore Orioles,48.0,False
2025-09-06,Los Angeles Dodgers @ Baltimore Orioles,NRFI,Yes,59.7,True
2025-09-06,Cleveland Guardians @ Tampa Bay Rays,F5 Moneyline,Cleveland Guardians,45.7,True
2025-09-06,Cleveland Guardians @ Tampa Bay Rays,NRFI,Yes,63.1,True
2025-09-06,San Francisco Giants @ St. Louis Cardinals,F5 Moneyline,St. Louis Cardinals,49.5,False
2025-09-06,San Francisco Giants @ St. Louis Cardinals,NRFI,Yes,58.5,True
2025-09-06,Houston Astros @ Texas Rangers,F5 Moneyline,Houston Astros,42.7,True
2025-09-06,Houston Astros @ Texas Rangers,NRFI,Yes,67.6,True
2025-09-06,Minnesota Twins @ Kansas City Royals,F5 Moneyline,Kansas City Royals,60.8,True
2025-09-06,Minnesota Twins @ Kansas City Royals,NRFI,Yes,60.0,False
2025-09-06,Seattle Mariners @ Atlanta Braves,F5 Moneyline,Atlanta Braves,48.3,False
2025-09-06,Seattle Mariners @ Atlanta Braves,NRFI,Yes,55.5,False
2025-09-06,Boston Red Sox @ Arizona Diamondbacks,F5 Moneyline,Arizona Diamondbacks,44.5,True
2025-09-06,Boston Red Sox @ Arizona Diamondbacks,NRFI,Yes,59.8,True
2025-09-06,San Diego Padres @ Colorado Rockies,F5 Moneyline,Colorado Rockies,44.6,False
2025-09-06,Athletics @ Los Angeles Angels,F5 Moneyline,Los Angeles Angels,40.7,False
2025-09-06,Athletics @ Los Angeles Angels,NRFI,Yes,65.4,False
2025-09-07,Seattle Mariners @ Atlanta Braves,F5 Moneyline,Atlanta Braves,47.3,False
2025-09-07,Seattle Mariners @ Atlanta Braves,NRFI,Yes,58.3,True
2025-09-07,Cleveland Guardians @ Tampa Bay Rays,F5 Moneyline,Cleveland Guardians,40.7,False
2025-09-07,Cleveland Guardians @ Tampa Bay Rays,NRFI,Yes,67.0,True
2025-09-07,Los Angeles Dodgers @ Baltimore Orioles,F5 Moneyline,Baltimore Orioles,44.4,False
2025-09-07,Toronto Blue Jays @ New York Yankees,F5 Moneyline,Toronto Blue Jays,54.8,False
2025-09-07,Toronto Blue Jays @ New York Yankees,NRFI,Yes,58.6,False
2025-09-07,Milwaukee Brewers @ Pittsburgh Pirates,F5 Moneyline,Milwaukee Brewers,40.8,True
2025-09-07,Milwaukee Brewers @ Pittsburgh Pirates,NRFI,Yes,64.0,False
2025-09-07,New York Mets @ Cincinnati Reds,F5 Moneyline,New York Mets,46.6,False
2025-09-07,New York Mets @ Cincinnati Reds,NRFI,Yes,61.2,True
2025-09-07,Chicago White Sox @ Detroit Tigers,F5 Moneyline,Chicago White Sox,46.1,False
2025-09-07,Chicago White Sox @ Detroit Tigers,NRFI,Yes,55.8,False
2025-09-07,Philadelphia Phillies @ Miami Marlins,F5 Moneyline,Miami Marlins,43.3,True
2025-09-07,Philadelphia Phillies @ Miami Marlins,NRFI,Yes,57.3,False
2025-09-07,Minnesota Twins @ Kansas City Royals,F5 Moneyline,Kansas City Royals,51.5,False
2025-09-07,Minnesota Twins @ Kansas City Royals,NRFI,Yes,59.2,False
2025-09-07,San Francisco Giants @ St. Louis Cardinals,F5 Moneyline,San Francisco Giants,44.9,False
2025-09-07,San Francisco Giants @ St. Louis Cardinals,NRFI,Yes,58.1,True
2025-09-07,Washington Nationals @ Chicago Cubs,F5 Moneyline,Washington Nationals,45.0,False
2025-09-07,Washington Nationals @ Chicago Cubs,NRFI,Yes,67.6,True
2025-09-07,Houston Astros @ Texas Rangers,F5 Moneyline,Texas Rangers,52.6,True
2025-09-07,San Diego Padres @ Colorado Rockies,F5 Moneyline,Colorado Rockies,47.3,False
2025-09-07,San Diego Padres @ Colorado Rockies,NRFI,Yes,66.2,False
2025-09-07,Athletics @ Los Angeles Angels,F5 Moneyline,Los Angeles Angels,49.5,True
2025-09-07,Boston Red Sox @ Arizona Diamondbacks,F5 Moneyline,Arizona Diamondbacks,44.4,True
2025-09-07,Boston Red Sox @ Arizona Diamondbacks,NRFI,Yes,59.3,True
2025-09-08,Kansas City Royals @ Cleveland Guardians,F5 Moneyline,Kansas City Royals,44.4,False
2025-09-08,Kansas City Royals @ Cleveland Guardians,NRFI,Yes,64.7,False
2025-09-08,Washington Nationals @ Miami Marlins,F5 Moneyline,Washington Nationals,41.6,True
2025-09-08,Washington Nationals @ Miami Marlins,NRFI,Yes,65.3,True
2025-09-08,New York Mets @ Philadelphia Phillies,F5 Moneyline,Philadelphia Phillies,42.0,True
2025-09-08,Chicago Cubs @ Atlanta Braves,F5 Moneyline,Atlanta Braves,42.9,True
2025-09-08,Chicago Cubs @ Atlanta Braves,NRFI,Yes,56.2,False
2025-09-08,Milwaukee Brewers @ Texas Rangers,F5 Moneyline,Milwaukee Brewers,46.2,False
2025-09-08,Milwaukee Brewers @ Texas Rangers,NRFI,Yes,59.1,True
2025-09-08,Minnesota Twins @ Los Angeles Angels,F5 Moneyline,Los Angeles Angels,52.1,False
2025-09-08,Minnesota Twins @ Los Angeles Angels,NRFI,Yes,57.3,True
2025-09-08,Cincinnati Reds @ San Diego Padres,F5 Moneyline,San Diego Padres,45.3,False
2025-09-08,Cincinnati Reds @ San Diego Padres,NRFI,Yes,62.9,False
2025-09-08,St. Louis Cardinals @ Seattle Mariners,F5 Moneyline,St. Louis Cardinals,50.9,True
2025-09-08,St. Louis Cardinals @ Seattle Mariners,NRFI,Yes,59.4,True
2025-09-08,Arizona Diamondbacks @ San Francisco Giants,F5 Moneyline,Arizona Diamondbacks,47.2,False
2025-09-08,Boston Red Sox @ Athletics,F5 Moneyline,Athletics,41.6,False
2025-09-08,Boston Red Sox @ Athletics,NRFI,Yes,60.4,False
2025-09-08,Colorado Rockies @ Los Angeles Dodgers,F5 Moneyline,Colorado Rockies,59.6,True
2025-09-08,Colorado Rockies @ Los Angeles Dodgers,NRFI,Yes,58.8,True
2025-09-09,Pittsburgh Pirates @ Baltimore Orioles,F5 Moneyline,Baltimore Orioles,40.4,False
2025-09-09,Pittsburgh Pirates @ Baltimore Orioles,NRFI,Yes,66.2,False
2025-09-09,Kansas City Royals @ Cleveland Guardians,F5 Moneyline,Kansas City Royals,45.3,False
2025-09-09,Kansas City Royals @ Cleveland Guardians,NRFI,Yes,63.7,False
2025-09-09,Washington Nationals @ Miami Marlins,F5 Moneyline,Miami Marlins,50.0,False
2025-09-09,Washington Nationals @ Miami Marlins,NRFI,Yes,59.9,False
2025-09-09,New York Mets @ Philadelphia Phillies,F5 Moneyline,New York Mets,44.2,False
2025-09-09,Detroit Tigers @ New York Yankees,F5 Moneyline,Detroit Tigers,47.7,False
2025-09-09,Detroit Tigers @ New York Yankees,NRFI,Yes,58.4,False
2025-09-09,Houston Astros @ Toronto Blue Jays,F5 Moneyline,Toronto Blue Jays,42.3,False
2025-09-09,Houston Astros @ Toronto Blue Jays,NRFI,Yes,63.5,False
2025-09-09,Chicago Cubs @ Atlanta Braves,F5 Moneyline,Chicago Cubs,45.9,True
2025-09-09,Chicago Cubs @ Atlanta Braves,NRFI,Yes,59.0,False
2025-09-09,Tampa Bay Rays @ Chicago White Sox,F5 Moneyline,Chicago White Sox,48.5,False
2025-09-09,Milwaukee Brewers @ Texas Rangers,F5 Moneyline,Texas Rangers,46.9,True
2025-09-09,Milwaukee Brewers @ Texas Rangers,NRFI,Yes,62.1,True
2025-09-09,Minnesota Twins @ Los Angeles Angels,F5 Moneyline,Los Angeles Angels,43.6,True
2025-09-09,Minnesota Twins @ Los Angeles Angels,NRFI,Yes,58.7,False
2025-09-09,Cincinnati Reds @ San Diego Padres,F5 Moneyline,Cincinnati Reds,45.1,False
2025-09-09,Cincinnati Reds @ San Diego Padres,NRFI,Yes,59.0,False
2025-09-09,St. Louis Cardinals @ Seattle Mariners,F5 Moneyline,St. Louis Cardinals,49.8,False
